"inspection_date","inspector","district","subdistrict","subsector","permit_number","dba","permit_type","street_address","street_address_clean","inspection_type","inspection_frequency_type","total_time","facility_rating_status","census","suspension_notes","inspection_notes","violation_count","violation_codes","latitude","longitude","point","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"2025-02-06T00:00:00.000","Farhan Khan","1","102","179","77919","IMAGINE CULINARY GROUP","H84 - EMPLOYEE CAFETERIAS W/FOOD PREP","405 HOWARD ST","405 HOWARD ST","Routine","2","60","Pass","179",,,,,"37.78861500000100","-122.3953875000020","POINT (-122.3953875 37.788615)","Financial District/South Beach","6","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Jesus Zapien","4","401","165","51977","CINDYS MARKET","H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)","2084 HAYES ST","2084 HAYES ST","Routine","1","60","Pass","165",,,,,"37.77351300000100","-122.4507330000020","POINT (-122.450733 37.773513)","Lone Mountain/USF","5","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Katie Dea","3","304","208","06735038","MISSION NEIGHBORHOOD CNTRS INC","Senior Nutrition Center","362 CAPP ST","362 CAPP ST","Routine",,"50","Pass","208",,,"1","114254-114254.2 - Administer all pesticides through a state licensed pest control operator. Immediately discontinue the use of unapproved pesticide at the food facility. Store all poisonous substances, detergents, bleaches, and cleaning compounds away from food, utensils, packaging materials, and food-contact surfaces. Provide label to working containers of chemicals taken from bulk supplies with the common name of the material. Provide legible manufacturer's label to containers of poisonous or toxic materials and personal care items.","37.76099400000100","-122.4185130000020","POINT (-122.418513 37.760994)","Mission","9","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Michael Mooney","2","203","107A","36216","RED AND WHITE FLEET","H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)","PIER 43 1/2","PIER 43 1/2","Routine","1","30","Pass","101",,,"1","114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.","37.78716471904800","-122.4604718222310","POINT (-122.460471822 37.787164719)","Inner Richmond","1","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Sophia Huie","2","202","121","64236","SUTTER PUB","H24 - RESTAURANT UNDER 1,000 SQFT","700 SUTTER ST","700 SUTTER ST","Routine","1","60","Pass","121",,,"6","114254-114254.2 - Administer all pesticides through a state licensed pest control operator. Immediately discontinue the use of unapproved pesticide at the food facility. Store all poisonous substances, detergents, bleaches, and cleaning compounds away from food, utensils, packaging materials, and food-contact surfaces. Provide label to working containers of chemicals taken from bulk supplies with the common name of the material. Provide legible manufacturer's label to containers of poisonous or toxic materials and personal care items., 114018, 114020 - Discontinue thawing potentially hazardous foods at room temperature or in standing water. Use one of the following approved methods:  - Under potable running water of sufficient velocity to wash away loose food particles using water no greater than 70°F for no more than 2 hours.  - In a refrigeration unit at 41°F or below  - In a microwave  - As part of the cooking process, 114171, 114189.1, 114190, 114192, 114193, 114193.1, 114199, 114201, 114269 - Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment., 113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.","37.78890300000100","-122.4120960000020","POINT (-122.412096 37.788903)","Nob Hill","3","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Danny Lee","1","107","117B","32297","WORKING GIRLS CAFE INC","H24 - RESTAURANT UNDER 1,000 SQFT","259 KEARNY ST","259 KEARNY ST","Routine","2","75","Pass","117B",,,"4","114135, 114185.1 114185.3 [d-e] - Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods., 113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site., 114018, 114020 - Discontinue thawing potentially hazardous foods at room temperature or in standing water. Use one of the following approved methods:  - Under potable running water of sufficient velocity to wash away loose food particles using water no greater than 70°F for no more than 2 hours.  - In a refrigeration unit at 41°F or below  - In a microwave  - As part of the cooking process, 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.","37.79055000000100","-122.4042435000020","POINT (-122.4042435 37.79055)","Financial District/South Beach","3","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Jesus Zapien","4","401","165","74973","BISTRO GAMBRINUS","H25 - RESTAURANT 1,000 - 2,000 SQFT","1813 FULTON ST","1813 FULTON ST","Routine","1","60","Pass","165",,,"5","113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site., 114067(f, g), 114099, 114099.3, 114099.5, 114101(a), 114101.1, 114101.2, 114103, 114107, 114125) - Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions., 114254-114254.2 - Administer all pesticides through a state licensed pest control operator. Immediately discontinue the use of unapproved pesticide at the food facility. Store all poisonous substances, detergents, bleaches, and cleaning compounds away from food, utensils, packaging materials, and food-contact surfaces. Provide label to working containers of chemicals taken from bulk supplies with the common name of the material. Provide legible manufacturer's label to containers of poisonous or toxic materials and personal care items., 114115 (b,c) - Maintain nonfood contact surfaces clean. Thoroughly clean and degrease the cooking equipment and shelves above cooking equipment., 113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.","37.77560100000100","-122.4467955000020","POINT (-122.4467955 37.775601)","Lone Mountain/USF","5","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Michael Mooney","No District","No Sub District","No Sub Sector","97199","ENHYDRA","H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)","43 PIER 43 1/2 - FISHERMANS WHARF","43 PIER 43 1/2 - FISHERMANS WHARF","Routine","1","20","Pass","106",,,,,"37.81047151504700","-122.4182420824110","POINT (-122.418242082 37.810471515)","North Beach","3","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Sharon Aguila-Leonard","5","503","302","112266","GURUNG KITCHEN","H25 - RESTAURANT 1,000 - 2,000 SQFT","1033 IRVING ST","1033 IRVING ST","Routine","2","95","Pass","302",,,,,"37.76367600000100","-122.4690705000020","POINT (-122.4690705 37.763676)","Inner Sunset","7","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Katie Dea","3","304","211","31447","HOLEY BAGEL BAKERY","H24 - RESTAURANT UNDER 1,000 SQFT","3872 24TH ST","3872 24TH ST","Routine","2","45","Pass","211",,,"3","114259, 114259.1, 114259.4, 114259.5 - Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.","37.75184100000100","-122.4291555000020","POINT (-122.4291555 37.751841)","Noe Valley","8","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Maribel Rodriguez","3","302","180","06735133","NIRVANA SOUL COFFEE PURVEYORS","H24 - RESTAURANT UNDER 1,000 SQFT","242 TOWNSEND ST","242 TOWNSEND ST","Routine","2","45","Pass","180",,,"6","113980, 113984 (a, b, d, e, f), 113986, 114060, 114067 (a, d, e), 114069, 114073, 114077, 114089.1(c), 114143(c) - Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser.,  - Submit additional documents as instructed., 113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair., 114047, 114049, 114051, 114053, 114055, 114069(b) - Elevate all food at least 6 inches off of the floor to prevent contamination. Properly label bulk ingredient/food containers with common name., 114135, 114185.1 114185.3 [d-e] - Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.","37.77827400000100","-122.3938935000020","POINT (-122.3938935 37.778274)","South of Market","6","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Michael Mooney","2","201","101","94547","LATTE EXPRESS 3 A","H24 - RESTAURANT UNDER 1,000 SQFT","434 BEACH ST","434 BEACH ST","Routine","1","30","Pass","101",,,"2","113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.","37.80732600000100","-122.4161955000020","POINT (-122.4161955 37.807326)","North Beach","3","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Sharon Aguila-Leonard","5","503","302","52645","PEASANT PIES INC","H25 - RESTAURANT 1,000 - 2,000 SQFT","1039 IRVING ST","1039 IRVING ST","Routine","2","60","Pass","302",,,,,"37.76367600000100","-122.4691560000020","POINT (-122.469156 37.763676)","Inner Sunset","7","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","William Bajjalieh","5","512","326","79401","S&B SUPERMARKET INC","H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)","2203 IRVING ST","2203 IRVING ST","Routine","1","45","Conditional Pass","326",,,"7","113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment., 114039-114039.5 - Maintain shell fish tags with the stock until the container is empty. Retain all shell fish tags for at least 90 days in chronological order. Discontinue commingling (blending together) shell stock from different harvest dates and locations to prevent cross contamination., 1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields., 113945, 113945.1, 113984.1, 114075 - Designate and ensure a person in charge to be present at facility at all hours of the operation. Exclude persons unnecessary to the food facility from the food preparation, food storage, or warewashing areas., 114259, 114259.1, 114259.4, 114259.5 - Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects., 113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times., 113952, 113953.3, 113953.4, 113961, 113973 - Properly wash hands with hand soap and warm water for a minimum of 10 seconds at the hand washing station when beginning work; before handling food/equipment/utensils; as often as necessary during food preparation to remove soil and contamination; switching from working with raw to ready-to-eat foods; after touching body parts; after using toilet room; contamination of hands occurs. Food employees shall minimize contact with exposed, ready-to-eat food with their bare hands and shall use suitable utensils, gloves, or dispensing equipment.","37.76312700000100","-122.4816255000020","POINT (-122.4816255 37.763127)","Sunset/Parkside","4","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Alyssa  Manzano","2","204","110","75044","SORELLA","H26 - RESTAURANT OVER 2,000 SQFT","1760 POLK ST","1760 POLK ST","Routine","2","135","Conditional Pass","110",,,"8","114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 113952, 113953.3, 113953.4, 113961, 113973 - Properly wash hands with hand soap and warm water for a minimum of 10 seconds at the hand washing station when beginning work; before handling food/equipment/utensils; as often as necessary during food preparation to remove soil and contamination; switching from working with raw to ready-to-eat foods; after touching body parts; after using toilet room; contamination of hands occurs. Food employees shall minimize contact with exposed, ready-to-eat food with their bare hands and shall use suitable utensils, gloves, or dispensing equipment., 114057, 114057.1, 114417.6, 114419 - Provide an approved HACCP plan from the California Department of Public Health Food and Drug Branch for all potentially hazardous food (PHF) products that are packaged for using reduced-oxygen packaging (ROP) for 48 hours or more when the smoking of food is used as a method of preservation or when PHF's are cured., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment., 114171, 114189.1, 114190, 114192, 114193, 114193.1, 114199, 114201, 114269 - Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose., 114012, 114093 - Provide ""Consumer Advisory"" using DISCLOSURE (*) and a REMINDER: ""Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness, especially if you have certain medical conditions"" for ready-to-eat foods., 1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields.","37.79312400000100","-122.4210735000020","POINT (-122.4210735 37.793124)","Russian Hill","3","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","John  Wells","2","208","123","80361","TADU ETHIOPIAN KITCHEN","H24 - RESTAURANT UNDER 1,000 SQFT","484 ELLIS ST","484 ELLIS ST","Routine","2","45","Pass","123",,,"5","114381 [e], 114381(a), 114387 - Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view., 113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site., 114074, 114081, 114119, 114121, 114161, 114178, 114179, 114083, 114185, 114185.2, 114185.3, 114185.4, 114185.5 - All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination., 114002, 114002.1 - Rapidly cool potentially hazardous foods from 135°F to 70°F within 2 hours, then from 70°F to 41°F within 4 hours. Discontinue cooling PHF's at room temperature.  Rapid cool by any of the following approved methods: 1) Ice water bath 2) Ice wand 3) Shallow stainless steel pans filled 2-3 inches and store in refrigerator 4) Separate into smaller or thinner portions and store in refrigerator 5) Blast chiller 6) Any combination of the above. Use the following approved methods provided on the rapid cooling guideline., 113953(c), 114163(a)(3), 114189, 114192.1, 114195, 114279 - Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility.","37.78498800000100","-122.4141480000020","POINT (-122.414148 37.784988)","Tenderloin","5","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Maribel Rodriguez","3","309","254","06733202","KEIKO'S COFFEE SHOP LLC","H24 - RESTAURANT UNDER 1,000 SQFT","3926 MISSION ST","3926 MISSION ST","Routine","2","45","Pass","254",,,"6","113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.,  - Submit additional documents as instructed., 114135, 114185.1 114185.3 [d-e] - Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.","37.73492100000100","-122.4255645000020","POINT (-122.4255645 37.734921)","Bernal Heights","8","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Michael Mooney","2","201","106","06733625","LEGACY NORTH BEACH BAR","H86 - BARS/TAVERNS W/O FOOD PREP","1326 GRANT AVE","1326 GRANT AVE","Routine","1","30","Pass","106",,,"4","114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 113980, 113984 (a, b, d, e, f), 113986, 114060, 114067 (a, d, e), 114069, 114073, 114077, 114089.1(c), 114143(c) - Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser., 114250, 114250.1, 114276 - Maintain toilet facilities clean, sanitary, and in good repair. Toilet rooms shall be separated by a well-fitting self-closing door. Toilet tissue shall be provided in a permanently installed dispenser at each toilet. The number of toilet facilities shall be in accordance with local building and plumbing ordinances. Toilet facilities shall be provided for patrons: in establishments where there is onsite consumption of food; with more than 20,000 sq ft.; establishments offering on-site liquor consumption., 114115 (b,c) - Maintain nonfood contact surfaces clean. Thoroughly clean and degrease the cooking equipment and shelves above cooking equipment.","37.79910000000100","-122.4070605000020","POINT (-122.4070605 37.7991)","North Beach","3","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-06T00:00:00.000","Zack Parsons","1","104","231","101182","CAFE ALMA","H26 - RESTAURANT OVER 2,000 SQFT","888 INNES AVE","888 INNES AVE","Routine","2","80","Pass","231",,,"1","114002, 114002.1 - Rapidly cool potentially hazardous foods from 135°F to 70°F within 2 hours, then from 70°F to 41°F within 4 hours. Discontinue cooling PHF's at room temperature.  Rapid cool by any of the following approved methods: 1) Ice water bath 2) Ice wand 3) Shallow stainless steel pans filled 2-3 inches and store in refrigerator 4) Separate into smaller or thinner portions and store in refrigerator 5) Blast chiller 6) Any combination of the above. Use the following approved methods provided on the rapid cooling guideline.","37.73205000000100","-122.3753850000020","POINT (-122.375385 37.73205)","Bayview Hunters Point","10","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-07T00:00:00.000","Maribel Rodriguez","3","309","228B","06733885","LILY LAUNDROMAT","H46 - AUTOMATIC LAUNDRY - FACILITIES","2204 BRYANT ST","2204 BRYANT ST","Routine","1","30",,"228B",,,"2","SFHC Article 11, Sec. 581. Prohibiting Public Health Nuisance - a) No Person shall have upon any premises or real property owned, occupied or controlled by him, or her, or it any public  nuisance.  (b) The following conditions are hereby declared to be a public nuisance:  (1) Any accumulation of filth, garbage, decayed or spoiled food, unsanitary debris or waste material, or decaying animal or  vegetable matter unless such materials are set out for collection in compliance with Section 283 of this Code; (3) Any accumulation of waste paper, litter, or combustible trash unless such materials are set out for collection in compliance  with Section 283 of this Code, SFHC Article 7: Sec. 355. Changes or Replacements of Machinery or Equipment - Ensure the machinery, equipment, washing and drying apparatus are adequate and in good condition.","37.75898700000100","-122.4100575000020","POINT (-122.4100575 37.758987)","Mission","9","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-07T00:00:00.000","Amelia Castelli","4","403","126","118182","LA FROMAGERIE","H25 - RESTAURANT 1,000 - 2,000 SQFT","2260 CHESTNUT ST","2260 CHESTNUT ST","Routine","1","45","Pass","126",,,"1","114171, 114189.1, 114190, 114192, 114193, 114193.1, 114199, 114201, 114269 - Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.","37.80043200000100","-122.4405945000020","POINT (-122.4405945 37.800432)","Marina","2","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-07T00:00:00.000","Amy Johnson","4","404","169","97937","MAX MUSCLE","H03 - RETAIL MKTS W/O PREP (UNDER 5001)","3600 16TH ST","3600 16TH ST","Routine","1","15","Pass","169",,,"1","114381 [e], 114381(a), 114387 - Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view.","37.76439600000100","-122.4334170000020","POINT (-122.433417 37.764396)","Castro/Upper Market","8","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-07T00:00:00.000","Patrick Wood","1","101","176A","69208","WINE & WALL","H24 - RESTAURANT UNDER 1,000 SQFT","30 STEUART ST","30 STEUART ST","Routine","1","90","Pass","176A",,,,,"37.79418855890700","-122.3944384072250","POINT (-122.394438407 37.794188559)","Financial District/South Beach","6","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-07T00:00:00.000","Sharon Aguila-Leonard","5","502","452","51895","JACK IN THE BOX #558","H29 - FAST FOOD OUTLETS","4649 GEARY BLVD","4649 GEARY BLVD","Routine","1","75","Pass","452",,,,,"37.78053300000100","-122.4692955000020","POINT (-122.4692955 37.780533)","Inner Richmond","1","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-07T00:00:00.000","William Bajjalieh","1","103","607","06743641","LEGEND INK LLC","J01 - TATTOO & PIERCING FACILITIES","10 ARKANSAS ST STE C","10 ARKANSAS ST","Routine",,"60",,"607",,,,,"37.76610600000100","-122.3989695000020","POINT (-122.3989695 37.766106)","Mission Bay","10","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-07T00:00:00.000","Patrick Wood","1","101","176A","104154","PHILZ COFFEE","H28 - TAKE-OUTS","425 MISSION ST 143","425 MISSION ST 143","Routine","1","80","Pass","176A",,,,,"37.78958700494400","-122.3964650195080","POINT (-122.39646502 37.789587005)","Financial District/South Beach","6","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-07T00:00:00.000","Amelia Castelli","4","403","128","30813","CALIFORNIA WINE MERCHANT INC","H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)","2113 CHESTNUT ST","2113 CHESTNUT ST","Routine","1","40","Pass","128",,,"1","113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.","37.80046800000100","-122.4382095000020","POINT (-122.4382095 37.800468)","Marina","2","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-02-07T00:00:00.000","Ivy Phan","1","104","227","06741820","KFM","H31 - TOBACCO SALES - ANNUAL LICENSE FEE","2250 23RD ST","2250 23RD ST","Routine",,"45",,"227",,,"1","San Francisco Health Code Article 19Q.3 - SALE OR DISTRIBUTION OF FLAVORED TOBACCO PRODUCTS PROHIBITED.","37.75463100000100","-122.4024300000020","POINT (-122.40243 37.754631)","Potrero Hill","10","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
